条件,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回,合計
勝利,2,3,7,1,0,2,0,0,0,0,0,0,15
敗戦,3,10,1,9,4,13,2,2,0,0,0,0,44
勝敗無,3,0,0,2,0,1,2,0,0,0,0,0,8
