アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,28,46.7%,安打,21,67.7%
フライ,24,40.0%,四死球,8,25.8%
空三振,7,11.7%,失策出塁,1,3.2%
見三振,1,1.7%,野選,1,3.2%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
