打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.304,10,25,23,4,7,0,0,0,7,3,5,0,0,1,0,1,0,0,0,0.32,0.304,0.624
Nighter,0.158,16,38,38,4,6,0,0,1,9,5,11,0,0,0,0,0,2,0,0,0.158,0.237,0.395
