条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.226,69,62,14,3,0,2,15,6,0,0,1
対左投手,0.103,30,29,3,0,0,1,12,0,1,0,0
