チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
阪神,0.222,10,18,18,1,4,2,0,0,6,1,5,0,0,0,0,0,0,0,2,0.222,0.333,0.556
ＤｅＮＡ,0.167,12,20,18,2,3,1,0,0,4,2,5,1,0,0,0,1,0,0,0,0.2,0.222,0.422
広島,0.0,8,15,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ヤクルト,0.364,8,11,11,0,4,0,0,0,4,1,4,0,0,0,0,0,0,0,1,0.364,0.364,0.727
中日,0.286,10,19,14,2,4,0,0,2,10,4,5,4,1,1,0,0,0,0,0,0.474,0.714,1.188
