条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.278,391,345,96,10,4,17,57,38,2,3,3
対左打者,0.233,228,206,48,8,1,3,35,16,1,3,2
