防御率3.72,試合24,先発24,救援0,連投(試)1,連投(日)1,勝利8,敗戦10,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.444,145.0,619,2353,16.2,144,20,92,54,0,3,3,0,67,60,1.37,50.0%
