球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,29,39.7%,147.3,0,6,3,10,31.0%,0.0%,.400,10,4,0,1,1,1
スライダー,25,34.2%,132.0,4,7,2,8,52.0%,40.0%,.000,5,0,0,1,1,0
チェンジアップ,16,21.9%,137.7,3,1,2,5,37.5%,30.0%,.400,5,2,0,0,0,0
ツーシーム,3,4.1%,142.3,1,0,1,1,66.7%,50.0%,-,0,0,0,0,0,0
