アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,107,53.8%,安打,74,80.4%
フライ,60,30.2%,四死球,16,17.4%
空三振,19,9.5%,失策出塁,2,2.2%
見三振,4,2.0%,野選,0,0.0%
犠打,9,4.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
