条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.25,79,64,16,4,1,2,21,13,0,1,1
対左投手,0.171,50,41,7,1,0,1,10,9,0,0,0
