球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
楽天モバイル,.200,17,52,40,8,8,3,0,2,17,3,8,11,0,0,1,0,1,0,0,.373,.425,0.798
みずほPayPay,.188,4,18,16,1,3,0,0,0,3,0,8,2,0,0,0,0,0,0,0,.278,.188,0.465
エスコンＦ,.143,4,8,7,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,.250,.143,0.393
ZOZOマリン,.176,5,20,17,1,3,0,0,1,6,3,5,2,0,0,0,1,0,0,0,.250,.353,0.603
京セラD大阪,.556,3,10,9,1,5,1,1,0,8,2,1,1,0,0,0,0,0,0,0,.600,.889,1.489
ベルーナドーム,.200,3,8,5,0,1,1,0,0,2,0,3,3,0,0,0,0,0,1,0,.500,.400,0.9
Pa その他,.167,3,8,6,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,1,.375,.167,0.542
東京ドーム,.200,4,5,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.200,.200,0.4
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
