球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,637,39.3%,147.4,53,112,154,196,50.1%,16.1%,.252,155,39,7,33,10,3
スライダー,255,15.7%,130.0,22,55,52,71,50.6%,17.1%,.234,64,15,1,10,3,1
カットボール,176,10.9%,137.7,16,26,34,56,43.2%,17.0%,.346,52,18,1,9,3,0
フォーク,161,9.9%,135.6,33,17,27,50,47.8%,35.1%,.260,50,13,1,16,2,0
ツーシーム,99,6.1%,144.9,4,15,21,33,40.4%,7.8%,.276,29,8,0,3,0,0
チェンジアップ,90,5.5%,127.8,17,9,12,28,42.2%,32.1%,.241,29,7,1,5,0,0
カーブ,73,4.5%,117.5,8,15,8,30,42.5%,28.6%,.429,14,6,1,2,0,0
スプリット,48,3.0%,140.4,8,4,11,14,47.9%,26.7%,.286,14,4,0,3,0,0
ナックルカーブ,30,1.8%,126.6,4,9,1,11,46.7%,40.0%,.000,8,0,0,3,0,0
シュート,25,1.5%,142.6,3,3,5,7,44.0%,20.0%,.000,7,0,0,0,0,0
シンカー,14,0.9%,135.1,1,2,5,6,57.1%,16.7%,.000,1,0,0,1,0,0
パワーカーブ,9,0.6%,122.6,1,2,1,5,44.4%,50.0%,-,0,0,0,0,1,0
ワンシーム,3,0.2%,141.3,0,2,0,0,66.7%,0.0%,.000,1,0,0,0,0,0
スローカーブ,2,0.1%,86.0,0,1,0,0,50.0%,0.0%,.000,1,0,0,0,0,0
