打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,105,32,0.305,5,18,3,0,0,0.324
2打席目,104,24,0.231,4,16,3,0,1,0.25
3打席目,98,28,0.286,2,19,9,0,0,0.346
4打席目,94,23,0.245,1,22,6,0,1,0.287
5打席目以上,24,3,0.125,0,10,4,0,0,0.25
