アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,129,41.2%,安打,110,79.1%
フライ,99,31.6%,四死球,25,18.0%
空三振,71,22.7%,失策出塁,4,2.9%
見三振,14,4.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
