条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.238,329,311,74,13,2,4,74,13,3,0,2
対左投手,0.316,123,114,36,3,1,8,11,8,1,0,0
