種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.78,13,12,1,4,5,0,0,1,1,1,0,87.1,78,6,73,27,3,28,27,1.2,0.245,2.36,-
Nighter,2.88,13,13,0,4,5,0,0,0,0,0,0,84.1,67,5,65,23,2,29,27,1.07,0.223,3.35,-
