チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,2.35,4,4,0,0,1,0,0,0,0,0,0,23.0,23,2,26,12,0,7,6,1.52,0.261,2.16,-
阪神,3.31,5,5,0,2,2,0,0,0,0,0,0,32.2,29,1,33,10,0,12,12,1.19,0.238,4.11,-
ＤｅＮＡ,4.35,5,5,0,1,3,0,0,0,0,0,0,31.0,28,4,19,5,2,16,15,1.06,0.255,2.91,-
広島,1.89,5,5,0,4,1,0,0,0,0,0,0,38.0,24,2,21,7,0,8,8,0.82,0.186,3.73,-
ヤクルト,1.88,4,3,1,1,1,0,0,1,1,1,0,24.0,17,0,23,9,1,6,5,1.08,0.202,1.42,99.00
