球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,1294,47.0%,152.1,62,236,298,430,46.1%,9.9%,0.243,292,71,3,39,29,2
スプリット,775,28.1%,143.3,178,42,121,299,44.0%,41.0%,0.207,208,43,4,73,11,1
カットボール,428,15.5%,139.3,84,74,64,143,51.9%,39.8%,0.229,83,19,2,21,6,2
カーブ,193,7.0%,128.1,25,30,16,103,36.8%,41.7%,0.348,23,8,2,4,1,0
ツーシーム,66,2.4%,147.4,5,9,8,32,33.3%,20.0%,0.308,13,4,0,1,1,0
