アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,205,42.1%,安打,145,71.4%
フライ,129,26.5%,四死球,55,27.1%
空三振,116,23.8%,失策出塁,3,1.5%
見三振,22,4.5%,野選,0,0.0%
犠打,15,3.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
