球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
バンテリンドーム,3.00,10,9,1,3,3,0,0,1,1,1,0,63.0,54,4,59,22,2,22,21,1.21,0.234,2.89,99.00
東京ドーム,0.00,1,1,0,0,1,0,0,0,0,0,0,7.0,4,0,7,4,0,1,0,1.14,0.167,0.00,-
甲子園,3.04,4,4,0,2,2,0,0,0,0,0,0,26.2,26,0,26,6,0,9,9,1.2,0.257,4.03,-
横浜,6.00,3,3,0,0,2,0,0,0,0,0,0,18.0,19,3,12,3,1,12,12,1.22,0.288,3.43,-
マツダスタジアム,2.40,4,4,0,3,1,0,0,0,0,0,0,30.0,20,2,16,5,0,8,8,0.83,0.198,4.09,-
神宮,0.64,2,2,0,0,0,0,0,0,0,0,0,14.0,7,0,11,5,1,2,1,0.86,0.152,1.13,-
Ce その他,1.80,1,1,0,0,0,0,0,0,0,0,0,5.0,5,1,6,4,0,1,1,1.8,0.263,0.00,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,2.25,1,1,0,0,1,0,0,0,0,0,0,8.0,10,1,1,1,1,2,2,1.38,0.323,1.00,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
