打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,8,0,0.0,0,0,0,0,0,0.0
2打席目,7,2,0.286,0,1,1,0,0,0.375
3打席目,7,2,0.286,0,1,0,0,0,0.286
4打席目,5,1,0.2,0,1,0,0,0,0.2
5打席目以上,2,0,0.0,0,0,0,0,0,0.0
