チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
阪神,4.91,12,0,12,0,0,2,0,2,0,0,0,11.0,4,1,12,10,0,6,6,1.27,0.111,-,1.83
ＤｅＮＡ,1.86,9,0,9,0,0,1,0,1,0,0,0,9.2,8,1,8,3,0,2,2,1.14,0.216,-,4.83
広島,0.82,11,0,11,1,0,2,0,3,1,1,0,11.0,5,0,17,5,0,1,1,0.91,0.135,-,11.0
ヤクルト,6.0,6,1,5,0,0,1,0,1,0,0,0,6.0,5,3,5,1,0,4,4,1.0,0.227,4.50,2.5
中日,2.7,5,0,5,0,1,0,0,0,0,0,1,6.2,3,0,6,2,0,2,2,0.75,0.136,-,3.33
