防御率2.88,試合41,先発0,救援41,連投(試)0,連投(日)0,勝利1,敗戦1,HLD1,Ｓ0,ＨＰ2,ＳＰ1,救勝1,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,40.2,169,616,15.1,44,1,37,6,1,1,1,1,13,13,1.23,-
