左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
42.5% (57),42.5% (57),42.5% (57),20.9% (28),20.9% (28),20.9% (28),36.6% (49),36.6% (49),36.6% (49)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
56.7% (17),- (0),38.5% (40),20.0% (6),- (0),21.2% (22),23.3% (7),- (0),40.4% (42)
