球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.179,31,74,67,5,12,0,0,0,12,2,13,3,0,3,1,0,2,3,1,.247,.179,0.426
みずほPayPay,.190,7,25,21,1,4,1,0,0,5,1,1,3,0,0,1,0,1,0,0,.292,.238,0.53
ZOZOマリン,.222,4,10,9,1,2,0,0,0,2,0,3,1,0,0,0,0,0,0,1,.300,.222,0.522
楽天モバイル,.150,7,22,20,3,3,0,0,0,3,0,2,2,0,0,0,0,0,1,0,.227,.150,0.377
京セラD大阪,.267,9,34,30,3,8,3,1,0,13,4,4,4,0,0,0,0,0,0,0,.353,.433,0.786
ベルーナドーム,.100,6,15,10,0,1,0,0,0,1,0,1,3,0,1,1,0,0,0,0,.357,.100,0.457
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.000,2,5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.250,.000,0.25
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
