打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,35,11,0.314,0,5,3,2,0,0.368
2打席目,34,7,0.206,0,4,4,1,0,0.289
3打席目,36,4,0.111,0,3,3,0,0,0.179
4打席目,25,3,0.12,0,6,7,0,0,0.313
5打席目以上,9,2,0.222,0,1,1,0,0,0.3
