条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.168,114,95,16,3,0,0,16,14,3,2,0
対左投手,0.215,71,65,14,1,1,0,8,3,1,2,0
