月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.218,20,67,55,5,12,2,0,0,14,2,7,10,0,2,0,0,1,2,1,.358,.255,0.613
5月,.111,12,40,36,2,4,0,0,0,4,0,9,1,0,1,2,0,1,0,0,.158,.111,0.269
6月,.250,4,10,8,1,2,0,0,0,2,0,1,1,0,0,1,0,1,0,0,.333,.250,0.583
7月,.250,2,9,8,1,2,0,0,0,2,1,0,1,0,0,0,0,0,1,0,.333,.250,0.583
8月,.237,18,40,38,3,9,2,1,0,13,4,4,0,0,1,1,0,0,1,0,.256,.342,0.599
9月,.067,10,19,15,1,1,0,0,0,1,0,3,4,0,0,0,0,0,0,1,.263,.067,0.33
10月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
