球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,675,42.0%,147.9,52,97,140,265,42.8%,16.6%,.261,153,40,7,33,18,4
スライダー,237,14.7%,131.4,32,46,40,97,49.8%,34.0%,.111,36,4,1,14,8,1
カットボール,169,10.5%,138.5,23,34,31,60,52.1%,30.7%,.194,31,6,1,10,4,1
フォーク,155,9.6%,135.7,19,25,16,71,38.7%,32.2%,.265,34,9,0,10,5,0
チェンジアップ,100,6.2%,129.5,11,14,14,39,39.0%,23.4%,.200,25,5,0,3,2,0
ツーシーム,89,5.5%,142.8,6,12,15,37,37.1%,15.0%,.318,22,7,0,3,2,0
カーブ,58,3.6%,118.8,4,10,7,29,36.2%,21.1%,.222,9,2,0,1,2,0
スプリット,43,2.7%,137.8,6,2,4,28,27.9%,46.2%,.400,5,2,0,2,3,0
シュート,37,2.3%,143.7,1,6,7,17,37.8%,7.1%,.429,7,3,0,1,3,0
縦スライダー,20,1.2%,130.6,2,4,4,7,50.0%,22.2%,.333,3,1,0,0,0,0
シンカー,12,0.7%,134.2,2,1,4,4,58.3%,28.6%,.000,3,0,0,2,0,0
ナックルカーブ,6,0.4%,126.8,2,2,0,1,66.7%,66.7%,.000,3,0,0,2,0,0
パーム,3,0.2%,112.0,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
パワーカーブ,2,0.1%,120.5,0,1,1,0,100.0%,0.0%,-,0,0,0,0,0,0
スクリュー,1,0.1%,128.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
ナックル,1,0.1%,102.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
