球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,158,60.1%,144.4,13,31,34,50,49.4%,16.9%,0.351,37,13,2,9,3,0
チェンジアップ,46,17.5%,132.6,6,7,14,11,58.7%,21.4%,0.364,11,4,0,4,0,0
カットボール,44,16.7%,133.1,7,8,6,16,47.7%,35.0%,0.111,9,1,0,2,1,0
カーブ,15,5.7%,114.0,0,5,0,8,33.3%,0.0%,0.5,2,1,0,0,0,0
