打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,24,7,0.292,1,5,5,0,0,0.414
2打席目,24,5,0.208,0,2,5,0,0,0.345
3打席目,27,11,0.407,0,5,1,0,0,0.429
4打席目,25,5,0.2,0,5,0,1,0,0.2
5打席目以上,9,2,0.222,0,3,0,0,0,0.222
