アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,48,45.3%,安打,38,73.1%
フライ,30,28.3%,四死球,11,21.2%
空三振,20,18.9%,失策出塁,2,3.8%
見三振,7,6.6%,野選,1,1.9%
犠打,1,0.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
