アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,0,0.0%,安打,1,100.0%
フライ,3,37.5%,四死球,0,0.0%
空三振,4,50.0%,失策出塁,0,0.0%
見三振,1,12.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
