アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,20,25.0%,安打,32,76.2%
フライ,31,38.8%,四死球,10,23.8%
空三振,17,21.3%,失策出塁,0,0.0%
見三振,10,12.5%,野選,0,0.0%
犠打,2,2.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
