球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,236,50.1%,145.2,20,54,50,73,52.5%,18.3%,0.313,48,15,0,13,4,1
スライダー,144,30.6%,127.3,22,13,21,61,38.9%,31.4%,0.27,37,10,1,12,2,1
ツーシーム,91,19.3%,135.9,7,19,12,34,41.8%,18.4%,0.333,21,7,0,2,2,0
