防御率4.82,試合29,先発0,救援29,連投(試)0,連投(日)0,勝利1,敗戦3,HLD14,Ｓ5,ＨＰ15,ＳＰ6,救勝1,救敗3,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.250,28.0,122,471,16.8,32,1,27,8,0,2,2,0,15,15,1.43,-
