条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.304,67,56,17,2,1,0,14,5,2,1,3
対左打者,0.3,55,50,15,2,0,1,13,3,0,1,1
