球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,288,36.5%,144.9,9,69,35,121,39.2%,9.2%,0.328,61,20,2,10,11,0
スライダー,173,21.9%,130.4,25,39,27,55,52.6%,31.6%,0.306,36,11,1,10,3,0
スプリット,160,20.3%,137.9,22,12,27,54,38.1%,23.4%,0.25,52,13,0,7,2,0
カットボール,91,11.5%,140.0,3,22,18,28,47.3%,7.3%,0.2,20,4,0,0,3,1
ツーシーム,40,5.1%,143.0,0,12,9,12,52.5%,0.0%,0.286,7,2,1,1,0,0
カーブ,32,4.1%,117.7,4,5,2,18,34.4%,44.4%,0.5,4,2,0,1,0,0
チェンジアップ,5,0.6%,128.8,1,1,1,0,60.0%,25.0%,0.5,2,1,0,0,0,0
