球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,1020,51.8%,146.9,68,190,250,282,49.8%,12.4%,.309,249,77,6,35,19,2
フォーク,495,25.1%,133.9,105,28,78,214,42.6%,41.5%,.243,111,27,1,42,18,0
スライダー,332,16.8%,129.3,27,80,33,147,42.2%,25.7%,.241,54,13,0,9,7,0
カーブ,116,5.9%,122.7,10,37,7,45,46.6%,29.4%,.389,18,7,1,1,0,0
カットボール,6,0.3%,141.4,0,1,1,4,33.3%,0.0%,-,0,0,0,0,1,0
ツーシーム,2,0.1%,144.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
