防御率4.14,試合21,先発20,救援1,連投(試)1,連投(日)1,勝利8,敗戦9,HLD0,Ｓ0,ＨＰ1,ＳＰ1,救勝1,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.471,111.0,497,1971,17.8,124,8,87,46,1,2,2,0,58,51,1.53,45.0%
