球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,271,45.9%,146.1,22,61,54,78,50.6%,16.7%,.224,67,15,0,18,5,0
スライダー,65,11.0%,129.4,13,11,9,21,50.8%,39.4%,.071,14,1,0,4,1,0
チェンジアップ,50,8.5%,133.5,13,6,10,13,58.0%,41.9%,.182,11,2,0,5,0,0
カットボール,43,7.3%,135.8,3,8,11,12,51.2%,13.0%,.417,12,5,0,3,2,0
フォーク,37,6.3%,134.7,4,6,8,11,48.6%,20.0%,.250,8,2,0,0,0,0
ツーシーム,35,5.9%,142.9,3,6,4,11,37.1%,16.7%,.167,12,2,0,1,1,0
カーブ,30,5.1%,120.9,1,9,4,14,46.7%,14.3%,.500,2,1,0,0,1,0
ナックルカーブ,20,3.4%,127.5,3,4,1,9,40.0%,42.9%,.000,4,0,0,1,0,0
スプリット,16,2.7%,138.8,1,0,1,8,12.5%,12.5%,.833,6,5,0,0,0,0
シンカー,15,2.5%,131.2,2,1,3,6,40.0%,25.0%,.500,4,2,0,1,0,0
縦スライダー,5,0.8%,123.8,0,1,2,2,60.0%,0.0%,-,0,0,0,0,0,0
シュート,3,0.5%,140.0,1,1,1,0,100.0%,50.0%,.000,1,0,0,1,0,0
