打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,29,6,0.207,0,7,1,0,0,0.233
2打席目,26,4,0.154,0,7,3,1,0,0.241
3打席目,22,4,0.182,0,5,2,2,0,0.25
4打席目,15,4,0.267,0,3,0,1,0,0.267
5打席目以上,2,0,0.0,0,2,0,0,0,0.0
