打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,40,12,0.3,0,10,6,2,0,0.391
2打席目,44,10,0.227,1,6,2,2,0,0.261
3打席目,35,9,0.257,1,1,6,6,0,0.366
4打席目,34,7,0.206,0,11,4,1,0,0.289
5打席目以上,8,2,0.25,0,0,0,1,0,0.25
