条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.262,170,145,38,7,1,2,25,16,1,8,0
対左投手,0.267,54,45,12,1,0,0,12,4,0,5,0
