条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.333,16,9,3,0,0,0,0,0,1,6,0,0.4
1-0より,.750,9,8,6,3,0,0,0,0,0,1,0,0.75
2-0より,.000,2,1,0,0,0,0,0,0,0,1,0,0.0
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.368,22,19,7,0,0,2,0,0,0,3,0,0.368
1-1より,.333,17,15,5,0,0,0,0,0,0,2,0,0.333
2-1より,.000,12,12,0,0,0,0,0,0,0,0,0,0.0
3-1より,.400,11,5,2,1,0,0,0,6,0,0,0,0.727
0-2より,.143,14,14,2,0,0,0,6,0,0,0,0,0.143
1-2より,.231,52,52,12,1,0,0,16,0,0,0,0,0.231
2-2より,.222,36,36,8,0,1,0,10,0,0,0,0,0.222
3-2より,.263,27,19,5,3,0,0,5,8,0,0,0,0.481
