チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
日本ハム,0.205,20,56,44,1,9,1,0,1,13,2,10,6,0,0,6,0,0,0,2,0.3,0.295,0.595
ロッテ,0.333,16,23,18,3,6,1,1,0,9,3,3,4,0,1,0,0,0,0,0,0.478,0.5,0.978
楽天,0.3,18,53,50,6,15,2,0,0,17,6,7,2,0,0,1,0,0,0,0,0.327,0.34,0.667
オリックス,0.3,20,39,30,4,9,3,0,0,12,5,8,5,0,0,4,0,0,1,0,0.4,0.4,0.8
西武,0.222,18,39,36,4,8,0,0,1,11,4,5,2,0,0,1,0,1,0,0,0.263,0.306,0.569
