球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
みずほPayPay,.244,51,105,82,10,20,5,0,0,25,12,18,13,0,1,9,0,0,0,2,.354,.305,0.659
エスコンＦ,.211,9,20,19,1,4,1,0,1,8,1,5,1,0,0,0,0,0,0,0,.250,.421,0.671
ZOZOマリン,.200,8,12,10,1,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,.333,.200,0.533
楽天モバイル,.364,10,36,33,4,12,0,0,0,12,6,4,2,0,0,1,0,0,0,0,.400,.364,0.764
京セラD大阪,.273,8,13,11,0,3,1,0,0,4,0,4,0,0,0,2,0,0,1,0,.273,.364,0.636
ベルーナドーム,.280,10,27,25,3,7,0,0,1,10,3,3,1,0,0,1,0,1,0,0,.308,.400,0.708
Pa その他,.250,3,9,8,1,2,1,1,0,5,1,0,1,0,0,0,0,0,0,0,.333,.625,0.958
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.000,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
