条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.242,298,256,62,10,0,4,51,26,4,5,7
対左投手,0.214,117,103,22,3,1,1,21,13,0,0,1
