条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.355,36,31,11,2,0,1,0,2,0,2,1,0.382
1-0より,0.353,18,17,6,1,0,1,0,0,1,0,0,0.389
2-0より,0.143,8,7,1,1,0,0,0,0,0,0,1,0.125
3-0より,0.0,6,1,0,0,0,0,0,5,0,0,0,0.833
0-1より,0.19,24,21,4,0,0,0,0,0,0,1,2,0.174
1-1より,0.371,39,35,13,6,0,0,0,0,1,2,1,0.378
2-1より,0.167,24,24,4,0,0,2,0,0,0,0,0,0.167
3-1より,0.6,12,5,3,0,0,0,0,6,0,0,1,0.75
0-2より,0.208,24,24,5,1,0,0,14,0,0,0,0,0.208
1-2より,0.242,68,66,16,2,0,0,21,0,1,0,1,0.25
2-2より,0.179,86,84,15,0,0,0,22,0,1,0,1,0.186
3-2より,0.136,70,44,6,0,1,1,15,26,0,0,0,0.457
