打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,85,15,0.176,2,17,10,2,1,0.26
2打席目,84,17,0.202,3,20,9,2,3,0.271
3打席目,87,22,0.253,0,18,10,0,1,0.327
4打席目,69,19,0.275,0,10,9,0,3,0.346
5打席目以上,16,4,0.25,0,5,0,1,0,0.25
