アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,79,27.5%,安打,84,65.1%
フライ,131,45.6%,四死球,43,33.3%
空三振,57,19.9%,失策出塁,1,0.8%
見三振,15,5.2%,野選,1,0.8%
犠打,5,1.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
