左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
30.5% (141),30.5% (141),30.5% (141),23.4% (108),23.4% (108),23.4% (108),46.1% (213),46.1% (213),46.1% (213)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
27.1% (35),26.7% (4),32.1% (102),37.2% (48),6.7% (1),18.6% (59),35.7% (46),66.7% (10),49.4% (157)
