打率.274,試合138,打席569,打数525,得点47,安打144,内安11,内安率7.6,２Ｂ24,３Ｂ0,本塁15,HR勝敗11-3-0,塁打213,打点70,三振61
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
34,1,5,0,5,0,0,-,3,0,13,.359,.322,.406,.727
