条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.26,358,327,85,16,0,10,58,25,4,0,2
対左投手,0.226,167,146,33,4,0,3,23,18,1,0,2
