打率.249,試合129,打席525,打数473,得点41,安打118,内安5,内安率4.2,２Ｂ20,３Ｂ0,本塁13,HR勝敗9-4-0,塁打177,打点54,三振81
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
43,2,5,0,4,1,0,100.0,7,0,10,.287,.316,.374,.690
