防御率2.13,試合62,先発0,救援62,連投(試)0,連投(日)0,勝利1,敗戦3,HLD36,Ｓ0,ＨＰ37,ＳＰ1,救勝1,救敗3,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.250,50.2,208,730,14.4,45,3,38,20,9,2,0,0,13,12,1.28,-
