球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,391,45.4%,144.1,27,78,78,137,46.8%,15.3%,.205,78,16,2,15,7,0
フォーク,388,45.1%,129.7,94,55,51,127,51.5%,45.6%,.202,104,21,0,43,5,1
スライダー,75,8.7%,126.1,10,19,10,27,52.0%,34.5%,.545,11,6,1,3,0,1
カーブ,5,0.6%,118.8,0,2,0,3,40.0%,-%,-,0,0,0,0,0,0
ツーシーム,2,0.2%,141.0,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
