アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,43,27.0%,安打,43,71.7%
フライ,47,29.6%,四死球,16,26.7%
空三振,55,34.6%,失策出塁,1,1.7%
見三振,6,3.8%,野選,0,0.0%
犠打,8,5.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
