条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.239,304,272,65,8,2,10,86,22,7,0,3
対左投手,0.302,151,129,39,7,0,6,37,16,2,0,4
