打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.247,59,218,190,24,47,9,1,7,79,30,60,21,1,3,0,4,0,0,1,0.326,0.416,0.741
Visitor,0.27,60,237,211,24,57,6,1,9,92,23,63,17,0,6,0,3,1,0,3,0.338,0.436,0.774
