打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,98,25,0.255,3,33,10,0,2,0.318
2打席目,100,27,0.27,4,29,9,0,0,0.33
3打席目,95,27,0.284,6,21,13,0,1,0.367
4打席目,91,18,0.198,2,36,7,0,3,0.248
5打席目以上,13,6,0.462,1,3,4,0,0,0.588
