条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.387,68,62,24,2,0,6,0,0,2,0,4,0.382
1-0より,0.214,29,28,6,0,0,1,0,0,0,0,1,0.207
2-0より,0.5,3,2,1,0,0,1,0,0,0,0,1,0.333
3-0より,0.0,13,1,0,0,0,0,0,12,0,0,0,0.923
0-1より,0.444,37,36,16,3,0,0,0,0,1,0,0,0.459
1-1より,0.476,44,42,20,6,2,2,0,0,1,0,1,0.477
2-1より,0.5,10,10,5,1,0,1,0,0,0,0,0,0.5
3-1より,0.0,10,1,0,0,0,0,0,9,0,0,0,0.9
0-2より,0.024,44,42,1,0,0,0,26,0,2,0,0,0.068
1-2より,0.179,86,84,15,1,0,2,45,0,2,0,0,0.198
2-2より,0.172,65,64,11,1,0,2,38,0,1,0,0,0.185
3-2より,0.172,46,29,5,1,0,1,14,17,0,0,0,0.478
