球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,36,41.4%,143.4,0,9,5,18,38.9%,0.0%,.167,6,1,0,2,0,0
チェンジアップ,17,19.5%,132.6,0,1,7,5,47.1%,0.0%,.250,4,1,0,0,2,0
スライダー,10,11.5%,127.2,2,3,2,3,70.0%,50.0%,.000,2,0,0,2,0,0
スプリット,10,11.5%,133.9,2,0,2,3,40.0%,28.6%,.333,3,1,1,0,1,0
カーブ,8,9.2%,114.3,1,1,1,5,37.5%,50.0%,-,0,0,0,0,0,0
カットボール,6,6.9%,137.3,1,0,1,2,33.3%,25.0%,.000,2,0,0,0,1,0
