チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.176,5,19,17,2,3,1,0,0,4,0,4,2,0,0,0,0,0,0,0,0.263,0.235,0.498
阪神,0.125,2,8,8,1,1,0,0,1,4,1,4,0,0,0,0,0,0,0,0,0.125,0.5,0.625
ＤｅＮＡ,0.083,3,12,12,0,1,1,0,0,2,0,6,0,0,0,0,0,0,0,0,0.083,0.167,0.25
広島,0.25,3,12,12,0,3,0,0,0,3,0,2,0,0,0,0,0,0,1,1,0.25,0.25,0.5
ヤクルト,0.091,3,12,11,2,1,0,0,0,1,3,5,0,0,1,0,0,0,0,0,0.167,0.091,0.258
